ID,Interchange Type,Highway Name,Mile Marker,User Responsible,Status,Audited/Verified By,Permalink,Additional Comments
FUTURE,Future,I-65,143,,Do not edit,AyoItsConnor,https://www.waze.com/editor?env=usa&lat=40.08635800535678&lon=-86.50365110975537&zoom=5,Planned interchange to US-52
FUTURE,Future,IN-2,,,Do not edit,AyoItsConnor,https://www.waze.com/editor?env=usa&lat=41.672054552093634&lon=-86.46244416679966&zoom=5,Planned interchange at Larrison Blvd
IC_I265_0,Interchange,I-265,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.301935602829026&lon=-85.85138295340714&zoom=5,
IC_I265_1,Interchange,I-265,1,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.310791589027076&lon=-85.84563000009273&zoom=5,
IC_I265_3,Interchange,I-265,3,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.336183049502&lon=-85.8177718011807&zoom=5,
IC_I265_4,Interchange,I-265,4,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.34379574461806&lon=-85.79868495450829&zoom=5,
IC_I265_7,Interchange,I-265,7,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.34564920571738&lon=-85.75404300324625&zoom=5,
IC_I265_7,Interchange,I-265,7,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.34564920571738&lon=-85.75404300324625&zoom=5,
IC_I265_9,Interchange,I-265,9,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.34384888008927&lon=-85.70625713120037&zoom=5,
IC_I265_11,Interchange,I-265,11,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.34928293264244&lon=-85.66722530189809&zoom=5,
IC_I275_16,Interchange,I-275,16,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.12218180912665&lon=-84.83340618778487&zoom=5,
IC_I465_2,Interchange,I-465,2,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.69930866449704&lon=-86.14874064848772&zoom=5,
IC_I465_4,Interchange,I-465,4,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.6958152731797&lon=-86.18652848250551&zoom=5,
IC_I465_5,Interchange,I-465,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.69050189512706&lon=-86.20270376517097&zoom=5,
IC_I465_7,Interchange,I-465,7,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.69278109426551&lon=-86.2429701038082&zoom=5,
IC_I465_8,Interchange,I-465,8,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.701985034577106&lon=-86.26099155843771&zoom=5,
IC_I465_9,Interchange,I-465,9,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.71267116851515&lon=-86.2645938330623&zoom=5,
IC_I465_11,Interchange,I-465,11,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.72973392784951&lon=-86.26436226825052&zoom=5,
IC_I465_12,Interchange,I-465,12,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.748422481509934&lon=-86.26444813645347&zoom=5,
IC_I465_13,Interchange,I-465,13,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.76474468294552&lon=-86.26661894102483&zoom=5,
IC_I465_14,Interchange,I-465,14,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.77947796948003&lon=-86.27020570494128&zoom=5,
IC_I465_16,Interchange,I-465,16,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.806783678061656&lon=-86.2752494382227&zoom=5,
IC_I465_17,Interchange,I-465,17,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.82327265518051&lon=-86.2755517728853&zoom=5,
IC_I465_19,Interchange,I-465,19,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.85284059923761&lon=-86.2761381393397&zoom=5,
IC_I465_20,Interchange,I-465,20,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.863713506412346&lon=-86.27425443354375&zoom=5,
IC_I465_21,Interchange,I-465,21,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.88150263447408&lon=-86.26895683642584&zoom=5,
IC_I465_23,Interchange,I-465,23,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.910502124970634&lon=-86.26957942321233&zoom=5,
IC_I465_25,Interchange,I-465,25,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.93002654937855&lon=-86.26800603265328&zoom=5,
IC_I465_27,Interchange,I-465,27,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.92363058390949&lon=-86.22849997733356&zoom=5,
IC_I465_31,Interchange,I-465,31,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.930211196498&lon=-86.1578546625511&zoom=5,
IC_I465_33,Interchange,I-465,33,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.92135616994002&lon=-86.1124274907478&zoom=5,
IC_I465_35,Interchange,I-465,35,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.909135852346544&lon=-86.07658776183045&zoom=5,
IC_I465_37,Interchange,I-465,37,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.894729407554934&lon=-86.05414770674452&zoom=5,
IC_I465_40,Interchange,I-465,40,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.85499429366814&lon=-86.04712226600638&zoom=5,
IC_I465_42,Interchange,I-465,42,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.83218117885787&lon=-86.03560979089015&zoom=5,
IC_I465_44,Interchange,I-465,44,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.798873068750446&lon=-86.03495989159912&zoom=5,
IC_I465_46,Interchange,I-465,46,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.772760957800045&lon=-86.0304392987594&zoom=5,
IC_I465_47,Interchange,I-465,47,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.7513458493905&lon=-86.03332690504529&zoom=5,
IC_I465_48,Interchange,I-465,48,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.73867779723977&lon=-86.0424482489504&zoom=5,
IC_I465_49,Interchange,I-465,49,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.732212479810386&lon=-86.04481302745918&zoom=5,
IC_I465_52,Interchange,I-465,52,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.70374464328644&lon=-86.08243635005613&zoom=5,
IC_I465_54,Interchange,I-465,54,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.703887551703566&lon=-86.10823678725181&zoom=5,
IC_I469_0,Interchange,I-469,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.960331836331946&lon=-85.29157856141319&zoom=5,
IC_I469_1,Interchange,I-469,1,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.959045784373124&lon=-85.273295494448&zoom=5,
IC_I469_2,Interchange,I-469,2,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.95416029375337&lon=-85.25809334302043&zoom=5,
IC_I469_6,Interchange,I-469,6,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.95444709972883&lon=-85.16756984592746&zoom=5,
IC_I469_9,Interchange,I-469,9,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.96722102711535&lon=-85.12333438420532&zoom=5,
IC_I469_11,Interchange,I-469,11,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.982404309460044&lon=-85.08604232054755&zoom=5,
IC_I469_13,Interchange,I-469,13,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.99270911263159&lon=-85.05688938621775&zoom=5,
